IP,Subject_CN,Issuer_CN,Sig_Algo,Pubkey_Type,Pubkey_Bits,NotAfter,SAN,source
,mychart.utsouthwestern.edu,"C=US, O=Internet2, OU=InCommon, CN=InCommon Server CA",,,,2013-07-18T23:59:59,mychart.utsouthwestern.edu,crtsh
,idm.rutgers.edu,"C=US, O=""VeriSign, Inc."", OU=VeriSign Trust Network, OU=Terms of use at https://www.verisign.com/rpa (c)10, CN=VeriSign Class 3 Secure Server CA - G3",,,,2013-04-28T23:59:59,idm.rutgers.edu,crtsh
,projects.uabgrid.uab.edu,"C=US, O=""GeoTrust, Inc."", CN=GeoTrust SSL CA",,,,2013-10-02T21:44:12,projects.uabgrid.uab.edu,crtsh
,sp.law.georgetown.edu,"C=US, O=Internet2, OU=InCommon, CN=InCommon Server CA",,,,2013-05-23T23:59:59,appshare.law.georgetown.edu;sp.law.georgetown.edu,crtsh
,www.mmm.edu,"C=US, O=""Thawte, Inc."", CN=Thawte SSL CA",,,,2013-12-05T23:59:59,www.mmm.edu,crtsh
,jobs.onu.edu,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert High Assurance CA-3",,,,2013-12-19T12:00:00,jobs.onu.edu,crtsh
,mctrans.ce.ufl.edu,"C=US, O=""VeriSign, Inc."", OU=VeriSign Trust Network, OU=Terms of use at https://www.verisign.com/rpa (c)10, CN=VeriSign Class 3 International Server CA - G3",,,,2013-04-19T23:59:59,mctrans.ce.ufl.edu,crtsh
,timeclock.appstate.edu,"C=US, O=""GeoTrust, Inc."", CN=RapidSSL CA",,,,2013-06-24T06:05:34,timeclock.appstate.edu,crtsh
,idp.utulsa.edu,"C=US, O=""VeriSign, Inc."", OU=VeriSign Trust Network, OU=Terms of use at https://www.verisign.com/rpa (c)10, CN=VeriSign Class 3 Secure Server CA - G3",,,,2013-05-12T23:59:59,idp.utulsa.edu,crtsh
,jobs.monroecc.edu,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert High Assurance CA-3",,,,2013-12-17T12:00:00,jobs.monroecc.edu,crtsh
,efaculty.husson.edu,"C=US, ST=Arizona, L=Scottsdale, O=""GoDaddy.com, Inc."", OU=http://certificates.godaddy.com/repository, CN=Go Daddy Secure Certification Authority, serialNumber=07969287",,,,2013-09-08T18:36:25,efaculty.husson.edu;www.efaculty.husson.edu,crtsh
,sierra.uah.edu,"C=US, O=GeoTrust Inc., OU=Domain Validated SSL, CN=GeoTrust DV SSL CA",,,,2013-12-07T03:08:22,sierra.uah.edu;uah.edu,crtsh
,audiocapture.uchastings.edu,"C=US, ST=UT, L=Salt Lake City, O=The USERTRUST Network, OU=http://www.usertrust.com, CN=UTN-USERFirst-Hardware",,,,2013-08-29T23:59:59,audiocapture.uchastings.edu;www.audiocapture.uchastings.edu,crtsh
,iris.cair.du.edu,"C=US, O=""Thawte, Inc."", CN=Thawte SSL CA",,,,2013-05-07T23:59:59,iris.cair.du.edu,crtsh
,jobs.ysu.edu,"C=US, O=Equifax, OU=Equifax Secure Certificate Authority",,,,2013-11-06T13:48:27,jobs.ysu.edu,crtsh
,pssb.stockton.edu,"C=US, O=""VeriSign, Inc."", OU=VeriSign Trust Network, OU=Terms of use at https://www.verisign.com/rpa (c)10, CN=VeriSign Class 3 International Server CA - G3",,,,2013-08-07T23:59:59,pssb.stockton.edu,crtsh
,*.ohiodominican.edu,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert High Assurance CA-3",,,,2013-08-07T12:00:00,*.ohiodominican.edu;ohiodominican.edu,crtsh
,positions.dri.edu,"C=US, O=Equifax, OU=Equifax Secure Certificate Authority",,,,2013-12-29T18:57:33,positions.dri.edu,crtsh
,portal.lindsey.edu,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert High Assurance EV CA-1",,,,2013-07-23T12:00:00,portal.lindsey.edu,crtsh
,cgi.www.umich.edu,"C=US, O=Internet2, OU=InCommon, CN=InCommon Server CA",,,,2013-07-13T23:59:59,cgi.www.umich.edu,crtsh
,libcat.lafayette.edu,"C=US, O=Internet2, OU=InCommon, CN=InCommon Server CA",,,,2013-06-08T23:59:59,0-images.webofknowledge.com.libcat.lafayette.edu;0-jump.valueline.com.libcat.lafayette.edu;0-pcs.webofknowledge.com.libcat.lafayette.edu;0-pubs.acs.org.libcat.lafayette.edu;0-scifinder.cas.org.libcat.lafayette.edu;0-sdpts.sciencedirect.com.libcat.lafayette.edu;0-site.ebrary.com.libcat.lafayette.edu;0-springer3.metapress.com.libcat.lafayette.edu;0-ticket.iop.org.libcat.lafayette.edu;0-wcs.webofknowledge.com.libcat.lafayette.edu;0-www.bioone.org.libcat.lafayette.edu;0-www.jstor.org.libcat.lafayette.edu;0-www.metapress.com.libcat.lafayette.edu;0-www.nber.org.libcat.lafayette.edu;0-www.refworks.com.libcat.lafayette.edu;0-www.sciencedirect.com.libcat.lafayette.edu;libcat.lafayette.edu,crtsh
,alumni.hendrix.edu,"C=US, ST=Arizona, L=Scottsdale, O=""GoDaddy.com, Inc."", OU=http://certificates.godaddy.com/repository, CN=Go Daddy Secure Certification Authority, serialNumber=07969287",,,,2013-05-24T21:56:01,alumni.hendrix.edu;www.alumni.hendrix.edu,crtsh
,webadv.cns.muskingum.edu,"C=ZA, ST=Western Cape, L=Cape Town, O=Thawte Consulting cc, OU=Certification Services Division, CN=Thawte Premium Server CA, emailAddress=premium-server@thawte.com",,,,2013-09-02T23:59:59,webadv.cns.muskingum.edu,crtsh
,printwise.kennesaw.edu,"C=US, O=GeoTrust Inc., OU=Domain Validated SSL, CN=GeoTrust DV SSL CA",,,,2013-05-09T03:17:32,printwise.kennesaw.edu,crtsh
,portal.pmc.edu,"C=US, O=""Entrust, Inc."", OU=AND ADDITIONAL TERMS GOVERNING USE AND RELIANCE, OU=CPS CONTAINS IMPORTANT LIMITATIONS OF WARRANTIES AND LIABILITY, OU=www.entrust.net/CPS is incorporated by reference, OU=""(c) 2008 Entrust, Inc."", CN=Entrust Certification Authority - L1B",,,,2013-07-24T15:53:37,portal.pmc.edu,crtsh
,ecams.trocaire.edu,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert High Assurance CA-3",,,,2013-12-02T12:00:00,ecams.trocaire.edu,crtsh
,classes.ucdavis.edu,"C=GB, ST=Greater Manchester, L=Salford, O=COMODO CA Limited, CN=COMODO High-Assurance Secure Server CA",,,,2013-09-28T23:59:59,classes.ucdavis.edu;www.classes.ucdavis.edu,crtsh
,mysite.du.edu,"C=US, O=""Thawte, Inc."", CN=Thawte SSL CA",,,,2013-10-08T23:59:59,mysite.du.edu,crtsh
,review.eecs.berkeley.edu,"C=US, O=Internet2, OU=InCommon, CN=InCommon Server CA",,,,2013-07-12T23:59:59,review.eecs.berkeley.edu,crtsh
,careers.fcps.edu,"C=US, O=""VeriSign, Inc."", OU=VeriSign Trust Network, OU=Terms of use at https://www.verisign.com/rpa (c)10, CN=VeriSign Class 3 International Server CA - G3",,,,2013-12-20T23:59:59,careers.fcps.edu,crtsh
,idp.uwosh.edu,"C=US, O=""Thawte, Inc."", CN=Thawte SSL CA",,,,2013-07-19T23:59:59,idp.uwosh.edu,crtsh
,csis.ysu.edu,"C=US, ST=Arizona, L=Scottsdale, O=""GoDaddy.com, Inc."", OU=http://certificates.godaddy.com/repository, CN=Go Daddy Secure Certification Authority, serialNumber=07969287",,,,2013-10-10T14:33:57,csis.ysu.edu;www.csis.ysu.edu,crtsh
,apps.uky.edu,"C=US, O=""Thawte, Inc."", CN=Thawte SSL CA",,,,2013-09-26T23:59:59,apps.uky.edu,crtsh
,postdocalumni.rockefeller.edu,"C=GB, ST=Greater Manchester, L=Salford, O=COMODO CA Limited, CN=COMODO High-Assurance Secure Server CA",,,,2013-07-16T23:59:59,postdocalumni.rockefeller.edu;www.postdocalumni.rockefeller.edu,crtsh
,*.web.virginia.edu,"C=GB, ST=Greater Manchester, L=Salford, O=COMODO CA Limited, CN=COMODO High-Assurance Secure Server CA",,,,2013-09-02T23:59:59,*.web.virginia.edu;web.virginia.edu,crtsh
,blog.acs.caltech.edu,"C=GB, ST=Greater Manchester, L=Salford, O=COMODO CA Limited, CN=COMODO High-Assurance Secure Server CA",,,,2013-10-12T23:59:59,blog.acs.caltech.edu;www.blog.acs.caltech.edu,crtsh
,uaonline.alaska.edu,"C=GB, ST=Greater Manchester, L=Salford, O=COMODO CA Limited, CN=COMODO High-Assurance Secure Server CA",,,,2013-09-26T23:59:59,uaonline.alaska.edu;www.uaonline.alaska.edu,crtsh
,www.med.wright.edu,"C=US, O=""Entrust, Inc."", OU=www.entrust.net/rpa is incorporated by reference, OU=""(c) 2009 Entrust, Inc."", CN=Entrust Certification Authority - L1C",,,,2013-12-20T20:44:18,www.medu.wright.edu;www.med.wright.edu,crtsh
,connections.harvard.edu,"C=US, O=""GeoTrust, Inc."", CN=GeoTrust SSL CA",,,,2013-09-03T23:43:02,connections.harvard.edu,crtsh
,webmail.pacificu.edu,"C=US, O=Internet2, OU=InCommon, CN=InCommon Server CA",,,,2013-07-27T23:59:59,webmail.pacificu.edu,crtsh
,www-s.ks.uiuc.edu,"C=US, O=Internet2, OU=InCommon, CN=InCommon Server CA",,,,2013-10-11T23:59:59,www-s.ks.uiuc.edu,crtsh
,hra.iupui.edu,"C=US, O=Internet2, OU=InCommon, CN=InCommon Server CA",,,,2013-06-07T23:59:59,hra.iupui.edu;www.hra.iupui.edu,crtsh
,apps.optometry.osu.edu,"C=US, O=Internet2, OU=InCommon, CN=InCommon Server CA",,,,2013-06-12T23:59:59,apps.optometry.osu.edu,crtsh
,portia.nesl.edu,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert High Assurance CA-3",,,,2013-09-12T12:00:00,m.portia.nesl.edu;portia.nesl.edu,crtsh
,wcpilot.unlv.edu,"C=US, O=""Entrust, Inc."", OU=www.entrust.net/rpa is incorporated by reference, OU=""(c) 2009 Entrust, Inc."", CN=Entrust Certification Authority - L1C",,,,2013-11-30T06:59:55,wcpilot.unlv.edu,crtsh
,vpn.eburg.wednet.edu,"O=AlphaSSL, CN=AlphaSSL CA - G2",,,,2013-08-31T23:25:53,vpn.eburg.wednet.edu,crtsh
,virtualcampus.sunysuffolk.edu,"C=BE, O=GlobalSign nv-sa, CN=GlobalSign Domain Validation CA - G2",,,,2013-12-11T18:59:58,virtualcampus.sunysuffolk.edu,crtsh
,mail.qc.cuny.edu,"C=US, O=""GeoTrust, Inc."", CN=GeoTrust SSL CA",,,,2013-12-23T18:53:13,mail.qc.cuny.edu,crtsh
,listserv.csus.edu,"C=GB, ST=Greater Manchester, L=Salford, O=COMODO CA Limited, CN=COMODO High-Assurance Secure Server CA",,,,2013-12-16T23:59:59,listserv.csus.edu;www.listserv.csus.edu,crtsh
,www.calstatela.edu,"C=US, O=Internet2, OU=InCommon, CN=InCommon Server CA",,,,2013-06-26T23:59:59,www.calstatela.edu,crtsh
,*.library.ucsf.edu,"C=US, ST=UT, L=Salt Lake City, O=The USERTRUST Network, OU=http://www.usertrust.com, CN=UTN-USERFirst-Hardware",,,,2013-10-03T23:59:59,*.library.ucsf.edu;library.ucsf.edu,crtsh
,www.3scale.net,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert High Assurance CA-3",,,,2013-05-30T12:00:00,developer.berkeley.edu,crtsh
,ssb.nsuok.edu,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert High Assurance CA-3",,,,2013-11-06T12:00:00,ssb.nsuok.edu,crtsh
,secure.kgi.edu,"C=GB, ST=Greater Manchester, L=Salford, O=COMODO CA Limited, CN=PositiveSSL CA 2",,,,2013-08-07T23:59:59,secure.kgi.edu;www.secure.kgi.edu,crtsh
,ssb-live2.sccc.edu,"C=US, O=""VeriSign, Inc."", OU=VeriSign Trust Network, OU=Terms of use at https://www.verisign.com/rpa (c)10, CN=VeriSign Class 3 Secure Server CA - G3",,,,2013-09-20T23:59:59,ssb-live2.sccc.edu,crtsh
,taos.tel.pdx.edu,"C=BE, O=GlobalSign nv-sa, CN=GlobalSign Organization Validation CA - G2",,,,2013-10-17T18:21:44,taos.tel.pdx.edu,crtsh
,coned2.gcsu.edu,"C=US, O=Equifax, OU=Equifax Secure Certificate Authority",,,,2013-03-22T18:14:33,coned2.gcsu.edu,crtsh
,oncore.ucsf.edu,"C=US, O=""Entrust, Inc."", OU=www.entrust.net/rpa is incorporated by reference, OU=""(c) 2009 Entrust, Inc."", CN=Entrust Certification Authority - L1C",,,,2013-11-01T00:20:58,oncore.ucsf.edu,crtsh
,languages.oberlin.edu,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert High Assurance CA-3",,,,2013-05-08T12:00:00,languages.oberlin.edu,crtsh
,exchange.asc.upenn.edu,"C=US, ST=UT, L=Salt Lake City, O=The USERTRUST Network, CN=USERTrust Legacy Secure Server CA",,,,2013-07-18T23:59:59,autodiscover.asc.upenn.edu;exchange.asc.upenn.edu,crtsh
,BSE1.davidson.edu,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert High Assurance CA-3",,,,2013-10-02T12:00:00,BSE1.davidson.edu,crtsh
,cds.sdce.edu,"C=US, O=""VeriSign, Inc."", OU=VeriSign Trust Network, OU=Terms of use at https://www.verisign.com/rpa (c)06, CN=VeriSign Class 3 Extended Validation SSL SGC CA",,,,2013-06-05T23:59:59,cds.sdce.edu,crtsh
,owa.newark.ohio-state.edu,"C=US, O=Internet2, OU=InCommon, CN=InCommon Server CA",,,,2013-06-24T23:59:59,owa.newark.ohio-state.edu,crtsh
,ssbprd1.subr.edu,"C=US, O=GeoTrust Inc, OU=See www.geotrust.com/resources/cps (c)06, CN=GeoTrust Extended Validation SSL CA",,,,2013-09-03T11:44:52,inbprd1sndbx.subr.edu;inbprd1.subr.edu;inbprd2.subr.edu;prdeprint1.subr.edu;ssbprd1sndbx.subr.edu;ssbprd1.subr.edu;ssbprd2.subr.edu;tnet6prd1.subr.edu;tnetpsprd1.subr.edu;tstseprint1.subr.edu;wfprd1.subr.edu;wftst1.subr.edu,crtsh
,*.math.gatech.edu,"C=US, O=Equifax, OU=Equifax Secure Certificate Authority",,,,2013-06-11T18:02:46,*.math.gatech.edu,crtsh
,csg-osx-01.bu.edu,"C=US, O=""Thawte, Inc."", CN=Thawte SSL CA",,,,2013-09-06T23:59:59,csg-osx-01.bu.edu,crtsh
,www2.messiah.edu,"C=IL, O=StartCom Ltd., OU=Secure Digital Certificate Signing, CN=StartCom Class 1 Primary Intermediate Server CA",,,,2013-07-18T14:07:01,jlong@messiah.edu;messiah.edu;www2.messiah.edu,crtsh
,myhc.hastings.edu,"C=US, O=""Thawte, Inc."", CN=Thawte SSL CA",,,,2013-04-14T23:59:59,myhc.hastings.edu,crtsh
,tahoe.byu.edu,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert High Assurance CA-3",,,,2013-08-05T12:00:00,tahoe.byu.edu,crtsh
,lyncae.pensacolastate.edu,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert High Assurance CA-3",,,,2013-04-30T12:00:00,autodiscover.pensacolastate.edu;dialin.pensacolastate.edu;elearning.pensacolastate.edu;lyncae.pensacolastate.edu;lyncext.pensacolastate.edu;lyncwc.pensacolastate.edu;meet.pensacolastate.edu;piratemail.pensacolastate.edu;quarantine.pensacolastate.edu;sharepoint.pensacolastate.edu;sip.pensacolastate.edu;webmail.pensacolastate.edu;worksonline.pensacolastate.edu;www.pensacolastate.edu,crtsh
,cppm.umich.edu,"C=US, O=Internet2, OU=InCommon, CN=InCommon Server CA",,,,2013-06-30T23:59:59,cppm.umich.edu,crtsh
,www.my.mkecc.edu,"C=US, ST=Arizona, L=Scottsdale, O=""GoDaddy.com, Inc."", OU=http://certificates.godaddy.com/repository, CN=Go Daddy Secure Certification Authority, serialNumber=07969287",,,,2013-05-08T21:28:52,my.mkecc.edu;www.my.mkecc.edu,crtsh
,owa.york.cuny.edu,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert High Assurance CA-3",,,,2013-07-17T12:00:00,autodiscover.york.cuny.edu;owa.york.cuny.edu,crtsh
,ssl.iris.edu,"C=US, O=""Thawte, Inc."", OU=Domain Validated SSL, CN=Thawte DV SSL CA",,,,2013-03-28T23:59:59,ssl.iris.edu,crtsh
,mscs.mum.edu,"C=US, O=Equifax, OU=Equifax Secure Certificate Authority",,,,2013-05-07T04:27:10,mscs.mum.edu,crtsh
,lair.alumni.berkeley.edu,"C=GB, ST=Greater Manchester, L=Salford, O=COMODO CA Limited, CN=COMODO High-Assurance Secure Server CA",,,,2013-12-16T23:59:59,lair.alumni.berkeley.edu;www.lair.alumni.berkeley.edu,crtsh
,surfapplication.rockefeller.edu,"C=GB, ST=Greater Manchester, L=Salford, O=COMODO CA Limited, CN=COMODO High-Assurance Secure Server CA",,,,2013-10-22T23:59:59,surfapplication.rockefeller.edu;www.surfapplication.rockefeller.edu,crtsh
,webmail.ele.uri.edu,"C=US, O=""Thawte, Inc."", CN=Thawte SSL CA",,,,2013-05-10T23:59:59,webmail.ele.uri.edu,crtsh
,panthermail.eiu.edu,"C=US, O=""Entrust, Inc."", OU=www.entrust.net/rpa is incorporated by reference, OU=""(c) 2009 Entrust, Inc."", CN=Entrust Certification Authority - L1C",,,,2013-05-24T12:44:25,imap.eiu.edu;panthermail.eiu.edu;pop.eiu.edu;wintergreen.serv15.eiu.edu,crtsh
,*.sagu.edu,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert High Assurance CA-3",,,,2013-10-10T12:00:00,*.sagu.edu;sagu.edu,crtsh
,bioweb.uwlax.edu,"C=BE, O=GlobalSign nv-sa, CN=GlobalSign Organization Validation CA - G2",,,,2013-11-02T05:59:57,bioweb.uwlax.edu,crtsh
,app01.xula.edu,"C=US, O=""VeriSign, Inc."", OU=VeriSign Trust Network, OU=Terms of use at https://www.verisign.com/rpa (c)10, CN=VeriSign Class 3 Secure Server CA - G3",,,,2013-06-13T23:59:59,app01.xula.edu,crtsh
,mail.knox.edu,"C=US, O=Equifax, OU=Equifax Secure Certificate Authority",,,,2013-04-10T03:38:07,mail.knox.edu,crtsh
,applications2.controller.uconn.edu,"C=GB, ST=Greater Manchester, L=Salford, O=COMODO CA Limited, CN=COMODO High-Assurance Secure Server CA",,,,2013-10-14T23:59:59,applications2.controller.uconn.edu;www.applications2.controller.uconn.edu,crtsh
,hphelpdesk.uww.edu,"C=US, O=Internet2, OU=InCommon, CN=InCommon Server CA",,,,2013-08-13T23:59:59,hphelpdesk.uww.edu,crtsh
,ehralliance-training.chw.edu,"C=GB, ST=Greater Manchester, L=Salford, O=COMODO CA Limited, CN=COMODO High-Assurance Secure Server CA",,,,2013-04-07T23:59:59,ehralliance-training.chw.edu;www.ehralliance-training.chw.edu,crtsh
,hedc.handong.edu,"C=KR, O=Government of Korea, OU=GPKI, CN=CA134040001",,,,2013-12-07T08:42:59,hedc.handong.edu,crtsh
,www.sacredheart.edu,"C=US, O=""VeriSign, Inc."", OU=VeriSign Trust Network, OU=Terms of use at https://www.verisign.com/rpa (c)10, CN=VeriSign Class 3 Secure Server CA - G3",,,,2013-08-06T23:59:59,sacredheart.edu;www.sacredheart.edu,crtsh
,ubbusiness.buffalo.edu,"C=GB, ST=Greater Manchester, L=Salford, O=COMODO CA Limited, CN=COMODO High-Assurance Secure Server CA",,,,2013-05-18T23:59:59,ubbusiness.buffalo.edu;www.ubbusiness.buffalo.edu,crtsh
,libweb.lib.tcu.edu,"C=US, O=""GeoTrust, Inc."", CN=GeoTrust SSL CA",,,,2013-12-13T20:48:16,libweb.lib.tcu.edu,crtsh
,studentjobs.uconn.edu,"C=US, ST=Arizona, L=Scottsdale, O=""GoDaddy.com, Inc."", OU=http://certificates.godaddy.com/repository, CN=Go Daddy Secure Certification Authority, serialNumber=07969287",,,,2013-12-22T21:06:16,studentjobs.uconn.edu;www.studentjobs.uconn.edu,crtsh
,illiad.ouhsc.edu,"C=US, O=GeoTrust Inc., OU=Domain Validated SSL, CN=GeoTrust DV SSL CA",,,,2013-05-06T08:00:25,illiad.ouhsc.edu,crtsh
,*.sacredheart.edu,"OU=Organization Validation CA, O=GlobalSign, CN=GlobalSign Organization Validation CA",,,,2013-07-02T04:59:59,*.sacredheart.edu;sacredheart.edu,crtsh
,mail.umpi.edu,"C=US, O=""Thawte, Inc."", CN=Thawte SSL CA",,,,2013-11-29T23:59:59,mail.umpi.edu,crtsh
,ezproxy.ecc.edu,"C=US, O=""Entrust, Inc."", OU=www.entrust.net/rpa is incorporated by reference, OU=""(c) 2009 Entrust, Inc."", CN=Entrust Certification Authority - L1C",,,,2013-09-02T06:13:12,ezproxy.ecc.edu,crtsh
,rso.cornell.edu,"C=US, O=Internet2, OU=InCommon, CN=InCommon Server CA",,,,2013-10-09T23:59:59,rso.cornell.edu,crtsh
,online.aib.edu,"C=US, O=Network Solutions L.L.C., CN=Network Solutions Certificate Authority",,,,2013-05-12T23:59:59,online.aib.edu,crtsh
,www-s.usp.uillinois.edu,"C=US, O=Internet2, OU=InCommon, CN=InCommon Server CA",,,,2013-10-23T23:59:59,www-s.usp.uillinois.edu,crtsh
,bb.uvm.edu,"C=US, O=Internet2, OU=InCommon, CN=InCommon Server CA",,,,2013-11-29T23:59:59,bb.uvm.edu,crtsh
,*.libproxy.furman.edu,"C=US, O=""GeoTrust, Inc."", CN=RapidSSL CA",,,,2013-08-26T21:50:21,*.libproxy.furman.edu,crtsh
,ntserver1.wsulibs.wsu.edu,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert High Assurance CA-3",,,,2013-12-04T12:00:00,ntserver1.wsulibs.wsu.edu,crtsh
,lenny.wou.edu,"C=US, O=""Thawte, Inc."", CN=Thawte SSL CA",,,,2013-05-31T23:59:59,lenny.wou.edu,crtsh
,student.fortlewis.edu,"C=US, O=Internet2, OU=InCommon, CN=InCommon Server CA",,,,2013-04-06T23:59:59,faculty.fortlewis.edu;facultyweb.fortlewis.edu;staff.fortlewis.edu;staffweb.fortlewis.edu;student.fortlewis.edu;studentweb.fortlewis.edu,crtsh
,epay-banner.ecu.edu,"C=US, ST=Arizona, L=Scottsdale, O=""GoDaddy.com, Inc."", OU=http://certificates.godaddy.com/repository, CN=Go Daddy Secure Certification Authority, serialNumber=07969287",,,,2013-11-13T14:05:17,epay-banner.ecu.edu;www.epay-banner.ecu.edu,crtsh
,crystal.sjcme.edu,"C=US, O=GeoTrust Inc., OU=Domain Validated SSL, CN=GeoTrust DV SSL CA",,,,2013-07-15T01:30:36,crystal.sjcme.edu,crtsh
,jobs.uwm.edu,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert High Assurance CA-3",,,,2013-12-17T12:00:00,jobs.uwm.edu,crtsh
,kappa.sjcme.edu,"C=US, O=GeoTrust Inc., OU=Domain Validated SSL, CN=GeoTrust DV SSL CA",,,,2013-11-20T08:21:52,kappa.sjcme.edu,crtsh
,music.umn.edu,"C=US, O=Internet2, OU=InCommon, CN=InCommon Server CA",,,,2013-03-23T23:59:59,music.umn.edu;www.music.umn.edu,crtsh
,www.ctsi.ufl.edu,"C=US, O=""Entrust, Inc."", OU=www.entrust.net/rpa is incorporated by reference, OU=""(c) 2009 Entrust, Inc."", CN=Entrust Certification Authority - L1C",,,,2013-09-15T23:30:12,www.ctsi.ufl.edu,crtsh
,www.net.wisc.edu,"C=GB, ST=Greater Manchester, L=Salford, O=COMODO CA Limited, CN=COMODO High-Assurance Secure Server CA",,,,2013-11-17T23:59:59,net.wisc.edu;www.net.wisc.edu,crtsh
,healthonline.washington.edu,"C=US, O=""Thawte, Inc."", CN=Thawte SSL CA",,,,2013-05-22T23:59:59,healthonline.washington.edu,crtsh
,hootloot.southernct.edu,"C=BE, O=GlobalSign nv-sa, CN=GlobalSign Organization Validation CA - G2",,,,2013-07-14T14:50:49,hootloot.southernct.edu,crtsh
,*.vidyo.northwestern.edu,"C=US, O=Internet2, OU=InCommon, CN=InCommon Server CA",,,,2013-08-08T23:59:59,*.vidyo.northwestern.edu,crtsh
,illiad.albany.edu,"C=US, O=Equifax, OU=Equifax Secure Certificate Authority",,,,2013-09-16T22:39:41,illiad.albany.edu,crtsh
,indian.vinu.edu,"C=US, O=""GeoTrust, Inc."", CN=GeoTrust SSL CA",,,,2013-05-17T20:17:23,indian.vinu.edu,crtsh
,connect.gocolumbia.edu,"C=GB, ST=Greater Manchester, L=Salford, O=COMODO CA Limited, CN=COMODO High-Assurance Secure Server CA",,,,2013-04-29T23:59:59,connect.gocolumbia.edu;www.connect.gocolumbia.edu,crtsh
,*.marshall.edu,"C=US, O=""Thawte, Inc."", CN=Thawte SSL CA",,,,2013-10-14T23:59:59,*.marshall.edu,crtsh
,incapsula.com,"C=BE, O=GlobalSign nv-sa, CN=GlobalSign Organization Validation CA - G2",,,,2013-10-19T15:08:02,cdad.trident.edu;cnsss.trident.edu;coursenet.trident.edu;sss.trident.edu,crtsh
,mail.westlongbranch.org,"C=US, ST=Arizona, L=Scottsdale, O=""GoDaddy.com, Inc."", OU=http://certificates.godaddy.com/repository, CN=Go Daddy Secure Certification Authority, serialNumber=07969287",,,,2013-11-04T22:32:25,advisortrac.monmouth.edu;bluehawk.monmouth.edu;ecampus.monmouth.edu;hawkmail.monmouth.edu;informer.monmouth.edu;mail.monmouth.edu;podcast.monmouth.edu;smtp.monmouth.edu;surveyor.monmouth.edu;tutortrac.monmouth.edu;ui.monmouth.edu;wlb-aig-01.monmouth.edu,crtsh
,*.jones.edu,"C=BE, O=GlobalSign nv-sa, CN=GlobalSign Organization Validation CA - G2",,,,2013-10-26T18:25:03,*.jones.edu;jones.edu,crtsh
,forms.usm.edu,"C=US, O=""Thawte, Inc."", CN=Thawte SSL CA",,,,2013-11-03T23:59:59,forms.usm.edu,crtsh
,mtkl.unm.edu,"C=US, O=""Thawte, Inc."", CN=Thawte SSL CA",,,,2013-05-23T23:59:59,mtkl.unm.edu,crtsh
,web2.ithaca.edu,"C=US, O=""GeoTrust, Inc."", CN=GeoTrust SSL CA",,,,2013-11-27T11:11:03,web2.ithaca.edu,crtsh
,*.uwex.uwc.edu,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert High Assurance CA-3",,,,2013-08-15T23:59:59,*.uwex.uwc.edu;uwex.uwc.edu,crtsh
,crcjs.med.utah.edu,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert High Assurance CA-3",,,,2013-05-12T23:59:59,crcjs.med.utah.edu;flipper.med.utah.edu;marlin.med.utah.edu,crtsh
,blackboardcluster.utep.edu,"C=GB, ST=Greater Manchester, L=Salford, O=COMODO CA Limited, CN=COMODO High-Assurance Secure Server CA",,,,2013-12-07T23:59:59,blackboardcluster.utep.edu;www.blackboardcluster.utep.edu,crtsh
,networkid.pepperdine.edu,"C=US, O=GeoTrust Inc, OU=See www.geotrust.com/resources/cps (c)06, CN=GeoTrust Extended Validation SSL CA",,,,2013-03-30T17:10:08,networkid.pepperdine.edu,crtsh
